Lufthygienisches ‹berwachungssystem Niedersachsen;
Jadebusen;;Feinstaub (PM10);;Stickstoffdioxid;;Stickstoffoxide;;Ozon;;Temperatur;;Luftdruck;;Windrichtung;;Windgeschwindigkeit;;Relative Feuchte;;Regendauer;;Globalstrahlung;;
28.01.2019;11:00;7,853; ;21,432;;28,034;;18,999;;3,14;;987,8;;319,1;;0,74;;100,0;;0;;57,6;;
28.01.2019;12:00;8,208; ;12,710;;15,936;;32,346;;3,86;;988,7;;318,6;;1,71;;99,0;;0;;114,7;;
28.01.2019;13:00;8,407; ;10,935;;13,195;;38,613;;4,56;;989,3;;313,9;;2,70;;96,7;;4;;106,7;;
28.01.2019;14:00;8,371; ;9,324;;10,899;;27,065;;3,14;;990,3;;343,6;;6,11;;98,0;;37;;54,6;;
28.01.2019;15:00;8,420; ;6,633;;7,416;;36,581;;2,26;;991,7;;349,4;;6,90;;98,4;;60;;48,6;;
28.01.2019;16:00;8,487; ;7,608;;8,156;;50,284;;1,93;;993,2;;350,5;;6,82;;97,0;;60;;36,5;;
28.01.2019;17:00;8,551; ;5,914;;6,213;;52,317;;1,61;;994,5;;343,8;;6,09;;98,1;;60;;7,0;;
28.01.2019;18:00;8,462; ;5,375;;5,671;;57,937;;1,83;;995,6;;348,7;;5,93;;92,2;;35;;0,2;;
28.01.2019;19:00;8,356; ;4,029;;4,265;;65,885;;2,51;;996,5;;343,6;;5,39;;80,1;;0;;0,0;;
28.01.2019;20:00;8,242; ;3,597;;3,765;;70,215;;2,55;;997,4;;340,5;;4,77;;74,9;;0;;0,0;;
28.01.2019;21:00;8,151; ;3,613;;3,759;;68,405;;2,47;;998,2;;326,1;;3,27;;80,1;;0;;0,0;;
28.01.2019;22:00;8,028; ;3,757;;3,930;;71,891;;2,82;;998,8;;328,6;;3,27;;74,8;;0;;0,0;;
28.01.2019;23:00;7,966; ;6,606;;6,885;;58,884;;1,46;;999,4;;279,0;;2,03;;83,0;;0;;0,0;;
29.01.2019;00:00;7,944; ;5,109;;5,341;;64,486;;1,37;;1000,0;;276,1;;2,98;;91,6;;0;;0,0;;
29.01.2019;01:00;7,876; ;6,094;;6,611;;62,373;;0,48;;1000,5;;272,0;;2,52;;95,2;;0;;0,0;;
29.01.2019;02:00;7,758; ;;*;;*;;*;1,10;;1000,9;;286,0;;2,87;;93,2;;0;;0,0;;
29.01.2019;03:00;7,568; ;5,948;;6,388;;69,669;;0,68;;1001,3;;259,5;;2,87;;94,0;;0;;0,0;;
29.01.2019;04:00;7,411; ;6,132;;6,437;;63,548;;-0,04;;1001,8;;244,2;;2,93;;99,7;;2;;0,0;;
29.01.2019;05:00;7,248; ;5,076;;6,617;;65,196;;-0,67;;1001,9;;233,2;;2,51;;99,8;;0;;0,0;;
29.01.2019;06:00;7,098; ;7,266;;10,188;;61,546;;-1,04;;1002,1;;226,3;;2,31;;100,0;;0;;0,0;;
29.01.2019;07:00;6,923; ;9,669;;14,562;;57,579;;-0,91;;1002,2;;238,6;;2,32;;99,9;;0;;0,0;;
29.01.2019;08:00;6,656; ;12,311;;15,755;;52,596;;-1,32;;1002,3;;216,0;;2,11;;100,0;;0;;0,0;;
29.01.2019;09:00;6,319; ;13,873;;16,748;;51,049;;-0,95;;1002,7;;231,0;;1,72;;100,0;;0;;17,5;;
29.01.2019;10:00;5,947; ;10,712;;13,368;;54,168;;-0,23;;1002,8;;218,2;;3,52;;100,0;;0;;65,8;;
29.01.2019;11:00;5,510; ;11,192;;13,886;;50,182;;0,45;;1002,7;;223,7;;2,74;;99,9;;0;;73,9;;
29.01.2019;12:00;5,135; ;9,783;;13,866;;54,273;;1,72;;1002,4;;216,6;;4,29;;96,9;;0;;267,9;;
29.01.2019;13:00;4,954; ;10,689;;15,068;;53,610;;2,68;;1001,9;;215,7;;5,11;;92,0;;0;;215,7;;
29.01.2019;14:00;5,141; ;11,396;;15,786;;53,622;;3,41;;1001,5;;213,9;;4,84;;86,7;;0;;221,7;;
29.01.2019;15:00;5,389; ;14,088;;17,797;;49,810;;3,38;;1001,1;;213,2;;4,63;;86,2;;0;;154,2;;
29.01.2019;16:00;5,696; ;15,729;;19,628;;48,236;;3,11;;1000,7;;213,1;;4,27;;84,0;;0;;93,8;;
29.01.2019;17:00;6,026; ;20,167;;23,818;;42,502;;2,55;;1000,4;;190,5;;3,77;;84,7;;0;;34,7;;
29.01.2019;18:00;6,477; ;22,405;;25,491;;41,217;;1,61;;1000,2;;185,7;;3,58;;87,5;;0;;0,0;;
29.01.2019;19:00;7,021; ;26,539;;30,730;;33,605;;0,63;;1000,0;;181,6;;2,51;;89,0;;0;;0,0;;
29.01.2019;20:00;7,712; ;24,709;;27,274;;36,267;;0,35;;999,7;;172,9;;2,88;;90,2;;0;;0,0;;
29.01.2019;21:00;8,521; ;24,834;;26,497;;34,650;;0,22;;999,6;;160,8;;2,80;;90,4;;0;;0,0;;
29.01.2019;22:00;9,647; ;27,153;;28,805;;27,462;;0,20;;999,4;;153,9;;3,10;;93,6;;0;;0,0;;
29.01.2019;23:00;10,738; ;24,401;;25,655;;29,089;;0,22;;999,2;;157,1;;3,46;;95,1;;0;;0,0;;
30.01.2019;00:00;11,574; ;23,488;;24,122;;29,566;;0,13;;998,6;;158,1;;3,48;;93,8;;0;;0,0;;
30.01.2019;01:00;12,318; ;22,969;;23,570;;30,857;;0,01;;998,2;;151,5;;2,91;;92,9;;0;;0,0;;
30.01.2019;02:00;13,052; ;21,376;;21,925;;31,812;;-0,31;;997,7;;139,6;;3,11;;93,7;;0;;0,0;;
30.01.2019;03:00;13,686; ;;*;;*;;*;-0,49;;997,3;;140,1;;3,38;;94,7;;0;;0,0;;
30.01.2019;04:00;14,256; ;21,203;;22,489;;30,966;;-0,38;;996,9;;139,2;;3,23;;94,4;;0;;0,0;;
30.01.2019;05:00;14,799; ;20,275;;20,954;;30,332;;-0,35;;996,7;;137,1;;3,20;;94,1;;0;;0,0;;
30.01.2019;06:00;15,210; ;20,803;;23,214;;31,121;;-0,54;;996,4;;132,6;;2,90;;93,8;;0;;0,0;;
30.01.2019;07:00;15,583; ;21,216;;27,381;;31,781;;-0,63;;996,1;;130,2;;2,86;;93,9;;0;;0,0;;
30.01.2019;08:00;15,909; ;20,217;;26,833;;33,633;;-0,52;;995,9;;126,9;;2,63;;92,5;;0;;0,0;;
30.01.2019;09:00;16,211; ;17,921;;21,119;;34,567;;-0,67;;995,9;;117,9;;2,81;;92,1;;0;;8,7;;
30.01.2019;10:00;16,503; ;15,610;;18,593;;37,117;;-0,50;;995,7;;113,4;;2,85;;92,0;;0;;56,0;;
30.01.2019;11:00;16,741; ;14,295;;18,154;;42,003;;0,08;;995,4;;109,3;;3,40;;88,7;;0;;109,1;;
30.01.2019;12:00;16,937; ;13,139;;17,847;;45,413;;0,85;;995,3;;116,6;;3,55;;83,7;;0;;183,3;;
30.01.2019;13:00;17,089; ;12,006;;16,952;;47,054;;1,56;;994,8;;112,9;;3,76;;79,6;;0;;193,8;;
30.01.2019;14:00;17,209; ;11,360;;15,753;;48,756;;2,12;;994,2;;110,8;;4,18;;75,1;;0;;218,5;;
30.01.2019;15:00;17,271; ;14,804;;21,697;;43,781;;1,64;;993,9;;112,6;;3,51;;77,6;;0;;117,1;;
30.01.2019;16:00;17,191; ;13,818;;17,332;;46,246;;1,39;;993,9;;115,0;;3,39;;78,6;;0;;66,9;;
30.01.2019;17:00;17,041; ;15,695;;20,027;;44,036;;1,05;;993,9;;115,3;;2,53;;80,7;;0;;12,0;;
30.01.2019;18:00;16,821; ;24,958;;26,624;;33,747;;0,99;;993,9;;100,0;;2,30;;82,4;;3;;0,1;;
30.01.2019;19:00;16,537; ;16,551;;19,167;;42,041;;0,07;;994,2;;123,0;;2,92;;96,8;;60;;0,0;;
30.01.2019;20:00;16,166; ;13,576;;15,188;;45,439;;-0,20;;994,0;;116,6;;2,57;;100,0;;11;;0,0;;
30.01.2019;21:00;15,699; ;17,621;;19,147;;41,045;;-0,06;;993,9;;129,9;;2,78;;100,0;;11;;0,0;;
30.01.2019;22:00;14,992; ;22,985;;24,692;;35,477;;-0,09;;993,9;;133,7;;3,28;;99,8;;60;;0,0;;
30.01.2019;23:00;14,305; ;22,550;;23,407;;32,780;;-0,02;;993,9;;134,4;;3,10;;99,5;;13;;0,0;;
31.01.2019;00:00;13,913; ;16,032;;16,840;;36,771;;0,16;;993,8;;142,2;;2,67;;97,4;;4;;0,0;;
31.01.2019;01:00;13,767; ;20,950;;21,685;;29,233;;0,06;;993,8;;156,4;;2,52;;98,9;;15;;0,0;;
31.01.2019;02:00;13,800; ;21,017;;21,596;;24,371;;-0,08;;993,8;;166,4;;2,54;;99,9;;11;;0,0;;
31.01.2019;03:00;14,061; ;21,987;;22,830;;20,239;;-0,32;;993,9;;189,5;;2,76;;100,0;;35;;0,0;;
31.01.2019;04:00;14,419; ;;*;;*;;*;-0,51;;994,2;;189,7;;2,98;;100,0;;0;;0,0;;
31.01.2019;05:00;14,913; ;23,407;;24,417;;18,154;;-0,60;;994,3;;183,8;;2,80;;99,8;;0;;0,0;;
31.01.2019;06:00;15,751; ;27,729;;31,269;;13,139;;-0,36;;994,4;;166,3;;2,66;;99,4;;0;;0,0;;
31.01.2019;07:00;16,614; ;30,371;;35,763;;10,747;;-0,19;;994,6;;165,0;;2,82;;99,5;;4;;0,0;;
31.01.2019;08:00;17,516; ;34,160;;40,387;;8,190;;-0,06;;995,0;;179,3;;3,06;;100,0;;0;;0,0;;
31.01.2019;09:00;18,261; ;31,040;;42,181;;11,184;;-0,45;;995,5;;176,1;;2,36;;99,8;;0;;13,3;;
31.01.2019;10:00;18,936; ;25,086;;32,614;;24,752;;-0,19;;995,9;;193,2;;3,95;;98,9;;0;;44,7;;
31.01.2019;11:00;19,359; ;17,593;;21,906;;43,665;;0,19;;996,4;;184,4;;3,89;;97,1;;0;;75,1;;
31.01.2019;12:00;19,677; ;16,754;;20,569;;46,786;;0,79;;996,7;;177,5;;4,82;;93,8;;0;;94,0;;
31.01.2019;13:00;19,859; ;13,370;;17,051;;53,493;;0,93;;996,9;;184,1;;5,14;;90,9;;0;;111,5;;
31.01.2019;14:00;20,104; ;13,236;;16,056;;52,255;;0,80;;997,1;;183,3;;5,19;;91,7;;0;;73,5;;
31.01.2019;15:00;20,654; ;15,173;;19,921;;46,618;;0,70;;997,1;;175,9;;4,43;;92,1;;0;;112,2;;
31.01.2019;16:00;21,242; ;19,707;;26,994;;42,592;;0,92;;997,0;;175,0;;3,30;;91,0;;0;;102,4;;
31.01.2019;17:00;21,866; ;34,641;;47,240;;30,652;;0,86;;997,1;;149,6;;1,88;;91,2;;0;;32,7;;
31.01.2019;18:00;22,464; ;23,803;;26,353;;32,593;;-0,20;;997,3;;107,2;;1,03;;96,1;;0;;0,4;;
31.01.2019;19:00;22,832; ;23,742;;24,634;;32,480;;-0,50;;997,2;;105,8;;1,21;;98,1;;0;;0,0;;
31.01.2019;20:00;23,027; ;40,820;;43,224;;20,555;;-0,22;;997,0;;104,4;;1,80;;94,9;;0;;0,0;;
31.01.2019;21:00;23,023; ;30,861;;31,867;;30,933;;0,06;;996,9;;106,0;;2,17;;90,7;;0;;0,0;;
31.01.2019;22:00;22,816; ;26,206;;27,443;;36,152;;0,24;;996,7;;114,5;;2,60;;86,6;;0;;0,0;;
31.01.2019;23:00;22,505; ;17,553;;18,325;;44,075;;-0,07;;996,4;;113,7;;2,64;;86,8;;0;;0,0;;
01.02.2019;00:00;22,131; ;18,914;;19,467;;42,685;;-0,42;;996,1;;106,7;;2,46;;87,7;;0;;0,0;;
01.02.2019;01:00;21,695; ;23,576;;24,324;;35,575;;-0,73;;995,6;;99,8;;2,86;;89,4;;0;;0,0;;
01.02.2019;02:00;21,105; ;20,655;;21,107;;37,315;;-0,87;;995,1;;94,7;;2,91;;89,7;;0;;0,0;;
01.02.2019;03:00;20,427; ;22,759;;23,288;;34,188;;-1,21;;994,9;;98,5;;3,00;;90,4;;0;;0,0;;
01.02.2019;04:00;19,720; ;18,538;;18,941;;36,396;;-1,47;;994,4;;91,7;;3,10;;90,8;;0;;0,0;;
01.02.2019;05:00;18,989; ;;*;;*;;*;-1,34;;994,0;;95,1;;3,18;;89,5;;0;;0,0;;
01.02.2019;06:00;18,154; ;21,613;;21,998;;29,619;;-1,28;;993,5;;80,0;;4,13;;90,5;;0;;0,0;;
01.02.2019;07:00;17,510; ;29,090;;29,674;;18,993;;-1,37;;993,0;;79,3;;4,42;;93,3;;0;;0,0;;
01.02.2019;08:00;17,187; ;34,678;;38,090;;11,684;;-1,29;;992,6;;81,1;;4,11;;94,4;;0;;0,0;;
01.02.2019;09:00;17,337; ;28,217;;30,181;;15,856;;-1,17;;992,4;;79,3;;4,60;;94,9;;0;;7,2;;
01.02.2019;10:00;17,756; ;29,673;;36,969;;14,896;;-0,99;;992,6;;84,3;;3,93;;94,8;;0;;19,4;;
01.02.2019;11:00;18,563; ;29,684;;39,063;;16,113;;-0,67;;992,9;;99,5;;3,51;;93,7;;31;;49,5;;
01.02.2019;12:00;19,608; ;24,778;;32,498;;21,591;;-0,67;;992,5;;83,3;;4,06;;98,0;;47;;78,3;;
01.02.2019;13:00;20,755; ;22,866;;29,008;;24,770;;-0,19;;992,1;;83,0;;4,22;;94,1;;0;;74,7;;
01.02.2019;14:00;21,775; ;22,453;;26,915;;26,051;;-0,06;;992,1;;98,0;;3,98;;90,8;;0;;46,5;;
01.02.2019;15:00;22,503; ;21,310;;25,755;;25,471;;-0,02;;992,2;;99,9;;3,23;;91,1;;0;;36,8;;
01.02.2019;16:00;23,262; ;20,931;;23,501;;25,463;;0,02;;992,3;;97,9;;3,24;;91,4;;0;;24,3;;
01.02.2019;17:00;23,999; ;23,819;;26,265;;22,184;;0,05;;992,7;;100,2;;2,91;;92,3;;0;;6,8;;
01.02.2019;18:00;24,736; ;25,322;;27,099;;19,698;;0,08;;992,9;;97,3;;2,27;;93,0;;0;;0,6;;
01.02.2019;19:00;25,584; ;23,951;;24,714;;19,607;;0,03;;993,1;;88,6;;2,31;;94,0;;0;;0,1;;
01.02.2019;20:00;26,589; ;24,756;;26,849;;18,423;;0,08;;993,0;;93,8;;2,45;;95,1;;0;;0,3;;
01.02.2019;21:00;27,737; ;28,626;;31,621;;13,860;;0,16;;993,4;;103,1;;2,38;;95,4;;0;;0,3;;
01.02.2019;22:00;29,013; ;24,757;;27,417;;15,583;;0,25;;993,9;;108,5;;1,62;;95,8;;0;;0,2;;
01.02.2019;23:00;30,354; ;25,964;;27,838;;13,015;;0,19;;994,2;;96,3;;1,59;;96,3;;11;;0,0;;
02.02.2019;00:00;31,743; ;27,760;;28,979;;10,976;;0,15;;994,3;;89,1;;1,82;;96,6;;0;;0,0;;
02.02.2019;01:00;33,054; ;35,390;;48,460;;4,373;;0,19;;994,6;;80,6;;1,97;;95,8;;0;;0,0;;
02.02.2019;02:00;34,270; ;39,784;;50,380;;2,030;E;0,01;;995,1;;81,2;;2,01;;96,4;;0;;0,0;;
02.02.2019;03:00;35,426; ;38,038;;43,113;;2,417;E;-0,14;;995,3;;77,3;;1,95;;97,1;;0;;0,0;;
02.02.2019;04:00;36,576; ;35,827;;37,242;;4,628;;-0,18;;995,5;;67,6;;2,45;;97,3;;0;;0,0;;
02.02.2019;05:00;37,716; ;31,277;;32,023;;7,667;;-0,19;;995,5;;62,7;;2,24;;97,5;;0;;0,0;;
02.02.2019;06:00;38,786; ;29,513;;32,221;;7,533;;-0,17;;995,9;;57,2;;2,14;;97,8;;0;;0,0;;
02.02.2019;07:00;39,815; ;23,497;;24,116;;11,744;;-0,34;;996,3;;46,1;;1,99;;98,3;;0;;0,0;;
02.02.2019;08:00;40,672; ;27,254;;28,559;;8,746;;-0,23;;996,8;;38,5;;2,48;;98,0;;0;;0,0;;
02.02.2019;09:00;41,197; ;19,112;;20,206;;17,060;;0,05;;997,4;;41,2;;2,52;;96,7;;0;;8,2;;
02.02.2019;10:00;41,637; ;18,119;;20,909;;19,681;;0,30;;998,3;;49,3;;2,88;;96,0;;0;;30,2;;
02.02.2019;11:00;42,062; ;16,230;;19,118;;22,404;;0,64;;998,8;;48,4;;2,89;;97,0;;0;;47,8;;
02.02.2019;12:00;42,360; ;14,344;;17,975;;25,677;;1,04;;999,2;;48,8;;3,34;;96,5;;0;;94,9;;
02.02.2019;13:00;42,737; ;13,953;;17,259;;29,862;;1,45;;999,6;;40,0;;3,36;;95,1;;0;;100,8;;
02.02.2019;14:00;43,207; ;12,651;;14,801;;32,507;;1,60;;1000,0;;35,4;;3,36;;94,6;;0;;85,8;;
02.02.2019;15:00;43,787; ;15,311;;18,191;;29,445;;1,68;;1000,5;;21,1;;2,72;;95,8;;24;;82,0;;
02.02.2019;16:00;44,557; ;17,358;;19,326;;28,217;;1,64;;1001,3;;8,6;;2,75;;97,1;;37;;23,7;;
02.02.2019;17:00;45,319; ;15,899;;16,797;;30,535;;1,65;;1002,0;;4,5;;2,55;;97,4;;27;;7,8;;
02.02.2019;18:00;46,089; ;20,208;;21,403;;24,525;;1,63;;1002,9;;357,5;;2,22;;98,3;;6;;0,1;;
02.02.2019;19:00;46,922; ;17,804;;18,294;;27,808;;1,71;;1003,7;;348,2;;1,73;;98,3;;0;;0,0;;
02.02.2019;20:00;47,634; ;13,622;;13,968;;33,428;;1,80;;1004,6;;344,8;;1,81;;97,7;;0;;0,0;;
02.02.2019;21:00;48,123; ;13,668;;14,755;;32,459;;1,61;;1005,5;;316,4;;1,67;;97,0;;2;;0,0;;
02.02.2019;22:00;48,509; ;12,031;;12,774;;34,160;;1,19;;1006,4;;292,8;;1,72;;97,3;;0;;0,0;;
02.02.2019;23:00;48,609; ;;*;;*;;*;1,38;;1006,9;;294,6;;1,84;;95,9;;0;;0,0;;
03.02.2019;00:00;48,210; ;7,650;;7,926;;51,814;;2,12;;1007,7;;329,5;;2,25;;90,9;;0;;0,0;;
03.02.2019;01:00;47,823; ;8,666;;9,343;;51,361;;2,06;;1008,5;;303,6;;1,81;;89,7;;0;;0,0;;
03.02.2019;02:00;47,512; ;6,189;;6,594;;52,123;;2,10;;1009,5;;297,9;;1,85;;90,6;;0;;0,0;;
03.02.2019;03:00;46,678; ;7,291;;7,550;;56,954;;2,33;;1010,1;;324,2;;2,11;;87,0;;0;;0,0;;
03.02.2019;04:00;45,564; ;7,719;;8,041;;62,094;;2,27;;1010,7;;330,9;;2,00;;84,3;;0;;0,0;;
03.02.2019;05:00;44,421; ;7,838;;8,386;;49,936;;1,26;;1011,5;;288,0;;1,11;;90,8;;0;;0,0;;
03.02.2019;06:00;43,220; ;7,014;;7,355;;49,733;;0,91;;1012,2;;301,1;;2,09;;95,6;;0;;0,2;;
03.02.2019;07:00;41,569; ;5,206;;5,435;;53,953;;2,02;;1012,9;;326,1;;3,59;;95,0;;0;;0,0;;
03.02.2019;08:00;39,708; ;5,609;;5,846;;53,055;;2,17;;1014,2;;326,7;;3,12;;90,1;;0;;0,0;;
03.02.2019;09:00;37,910; ;6,589;;6,932;;48,913;;1,43;;1015,0;;323,7;;2,45;;92,1;;0;;17,2;;
03.02.2019;10:00;36,039; ;5,127;;5,796;;48,938;;2,48;;1015,6;;315,8;;2,29;;88,9;;0;;125,0;;
03.02.2019;11:00;34,100; ;6,715;;9,185;;45,711;;3,46;;1016,2;;289,1;;2,34;;87,1;;0;;233,9;;
03.02.2019;12:00;32,120; ;5,567;;6,762;;51,979;;4,59;;1016,7;;304,5;;3,67;;84,7;;0;;260,4;;
03.02.2019;13:00;30,090; ;4,463;;5,293;;60,846;;5,11;;1017,3;;311,1;;4,11;;82,2;;0;;202,5;;
03.02.2019;14:00;28,017; ;4,575;;5,475;;67,822;;5,82;;1017,8;;315,4;;3,23;;79,2;;0;;248,2;;
03.02.2019;15:00;25,802; ;3,927;;4,448;;73,451;;6,18;;1018,5;;315,5;;3,63;;74,7;;0;;222,1;;
03.02.2019;16:00;23,403; ;4,426;;4,850;;74,044;;5,68;;1019,2;;309,6;;3,11;;76,6;;5;;127,0;;
03.02.2019;17:00;21,076; ;6,482;;7,774;;66,630;;5,02;;1019,9;;289,2;;2,36;;80,5;;0;;53,1;;
03.02.2019;18:00;18,804; ;11,261;;13,235;;54,980;;2,68;;1020,4;;278,3;;1,56;;88,5;;2;;0,7;;
03.02.2019;19:00;16,513; ;10,474;;12,725;;54,812;;2,16;;1021,0;;284,8;;1,40;;90,0;;7;;0,0;;
03.02.2019;20:00;14,357; ;13,541;;14,502;;44,824;;0,57;;1021,5;;245,5;;1,69;;91,8;;0;;0,0;;
03.02.2019;21:00;12,518; ;14,220;;16,220;;42,133;;-0,60;;1021,9;;242,5;;2,27;;96,0;;0;;0,0;;
03.02.2019;22:00;10,731; ;9,545;;10,244;;50,581;;-0,60;;1022,4;;241,5;;2,14;;96,8;;0;;0,0;;
03.02.2019;23:00;9,242; ;9,797;;10,280;;49,448;;-0,30;;1022,8;;231,3;;2,03;;95,8;;0;;0,0;;
04.02.2019;00:00;8,246; ;;*;;*;;*;-1,47;;1023,0;;213,8;;1,79;;97,0;;0;;0,0;;
04.02.2019;01:00;7,329; ;10,943;;11,361;;44,477;;-1,17;;1023,0;;206,7;;2,39;;95,3;;0;;0,0;;
04.02.2019;02:00;6,449; ;13,270;;13,737;;39,294;;-1,76;;1023,0;;202,9;;2,27;;96,3;;0;;0,0;;
04.02.2019;03:00;6,120; ;13,852;;14,320;;38,195;;-1,82;;1023,2;;204,3;;2,29;;97,2;;0;;0,0;;
04.02.2019;04:00;6,004; ;12,182;;12,903;;43,681;;-0,55;;1022,9;;197,9;;3,54;;97,4;;0;;0,0;;
04.02.2019;05:00;5,822; ;12,357;;12,979;;43,140;;0,06;;1022,7;;198,0;;4,40;;94,3;;0;;0,0;;
04.02.2019;06:00;5,644; ;12,636;;13,873;;41,559;;0,40;;1022,5;;198,1;;5,44;;91,2;;0;;0,0;;
04.02.2019;07:00;5,890; ;14,873;;17,041;;37,276;;0,48;;1022,5;;201,8;;5,06;;92,4;;0;;0,0;;
04.02.2019;08:00;6,375; ;18,468;;20,332;;31,960;;0,39;;1022,3;;198,5;;5,36;;94,3;;0;;0,3;;
04.02.2019;09:00;6,885; ;18,188;;20,120;;33,121;;0,60;;1022,2;;199,7;;5,97;;94,2;;0;;43,2;;
04.02.2019;10:00;7,339; ;16,635;;19,354;;36,576;;1,03;;1022,2;;200,7;;6,34;;90,6;;0;;77,5;;
04.02.2019;11:00;7,849; ;16,564;;20,342;;36,987;;1,08;;1021,8;;198,8;;6,12;;87,6;;0;;110,3;;
04.02.2019;12:00;8,399; ;16,288;;20,783;;39,214;;1,66;;1021,5;;198,9;;6,64;;83,4;;0;;114,4;;
04.02.2019;13:00;8,940; ;14,715;;18,788;;43,457;;2,42;;1021,1;;199,7;;7,27;;80,1;;0;;129,4;;
04.02.2019;14:00;9,338; ;16,365;;20,400;;44,795;;3,01;;1020,6;;200,2;;7,13;;76,9;;0;;108,4;;
04.02.2019;15:00;9,618; ;18,684;;21,665;;44,967;;3,27;;1020,0;;199,9;;7,46;;73,6;;0;;56,7;;
04.02.2019;16:00;9,845; ;19,765;;21,985;;44,876;;3,46;;1019,3;;199,4;;7,49;;71,3;;0;;22,7;;
04.02.2019;17:00;10,034; ;18,035;;19,959;;46,771;;2,54;;1019,1;;200,5;;8,14;;83,2;;0;;17,9;;
04.02.2019;18:00;10,210; ;17,740;;19,334;;46,921;;2,86;;1018,8;;198,0;;8,07;;83,5;;0;;1,4;;
04.02.2019;19:00;10,368; ;13,549;;14,349;;52,265;;2,35;;1019,0;;202,4;;7,95;;92,7;;0;;0,0;;
04.02.2019;20:00;10,405; ;9,170;;9,922;;57,682;;2,33;;1019,0;;203,8;;7,88;;91,0;;0;;0,0;;
04.02.2019;21:00;10,353; ;8,600;;9,054;;57,297;;1,86;;1019,0;;204,6;;7,81;;97,2;;0;;0,3;;
04.02.2019;22:00;10,381; ;8,119;;8,598;;55,523;;1,92;;1019,1;;209,2;;7,43;;98,9;;0;;0,3;;
04.02.2019;23:00;10,422; ;8,016;;8,359;;54,158;;2,16;;1019,2;;212,1;;7,60;;96,9;;0;;0,1;;
05.02.2019;00:00;10,439; ;7,977;;8,322;;51,181;;2,18;;1019,4;;214,5;;7,37;;97,4;;2;;0,2;;
05.02.2019;01:00;10,422; ;;*;;*;;*;2,28;;1019,9;;217,9;;6,91;;98,9;;0;;0,3;;
05.02.2019;02:00;10,530; ;8,645;;8,975;;44,816;;2,51;;1020,4;;219,0;;6,64;;99,7;;1;;0,1;;
05.02.2019;03:00;10,797; ;8,697;;9,039;;42,044;;2,83;;1020,7;;221,1;;5,96;;100,0;;0;;0,0;;
05.02.2019;04:00;11,273; ;9,313;;9,681;;40,338;;3,15;;1021,0;;225,0;;5,38;;99,9;;0;;0,1;;
05.02.2019;05:00;11,877; ;9,184;;9,652;;40,623;;3,27;;1021,1;;227,6;;5,47;;100,0;;0;;0,2;;
05.02.2019;06:00;12,532; ;9,048;;9,783;;42,376;;3,40;;1021,4;;227,7;;5,79;;100,0;;0;;0,1;;
05.02.2019;07:00;13,183; ;10,081;;11,911;;38,810;;3,45;;1021,8;;227,8;;5,36;;100,0;;0;;0,3;;
05.02.2019;08:00;13,677; ;10,383;;12,382;;39,942;;3,52;;1022,3;;232,2;;5,61;;100,0;;0;;0,4;;
05.02.2019;09:00;14,085; ;10,994;;12,747;;39,286;;3,68;;1023,0;;241,3;;5,04;;100,0;;0;;6,1;;
05.02.2019;10:00;14,376; ;11,069;;13,040;;43,662;;4,03;;1023,5;;241,8;;5,30;;99,9;;0;;21,5;;
05.02.2019;11:00;14,286; ;;*;;*;;*;;*;;*;;*;;*;;*;;*;;*;
05.02.2019;12:00;14,206; ;11,570;;14,499;;47,778;;4,61;;1024,4;;247,2;;5,50;;96,8;;0;;110,6;;
05.02.2019;13:00;14,077; ;10,064;;13,313;;51,524;;5,31;;1024,4;;247,3;;5,30;;94,1;;0;;161,5;;
05.02.2019;14:00;14,033; ;9,785;;12,985;;55,266;;6,10;;1024,6;;251,4;;5,82;;88,7;;0;;199,2;;
05.02.2019;15:00;14,077; ;9,677;;13,337;;53,943;;5,87;;1024,6;;249,6;;5,33;;89,4;;0;;102,5;;
05.02.2019;16:00;14,174; ;10,530;;14,052;;52,872;;6,34;;1024,8;;248,7;;4,59;;87,4;;0;;137,3;;
05.02.2019;17:00;14,410; ;14,398;;18,319;;39,763;;5,01;;1025,0;;232,1;;3,00;;92,0;;0;;25,1;;
05.02.2019;18:00;14,931; ;17,627;;20,353;;32,905;;4,60;;1025,0;;219,9;;3,34;;96,5;;0;;1,3;;
05.02.2019;19:00;15,636; ;18,116;;21,453;;29,194;;3,63;;1025,2;;211,4;;2,69;;98,1;;0;;0,0;;
05.02.2019;20:00;16,559; ;23,922;;25,612;;22,446;;2,78;;1025,3;;200,6;;2,59;;99,9;;0;;0,0;;
05.02.2019;21:00;17,474; ;20,026;;21,337;;25,881;;2,74;;1025,4;;202,2;;2,81;;100,0;;0;;0,0;;
05.02.2019;22:00;18,306; ;18,726;;19,918;;29,574;;3,25;;1025,5;;198,5;;3,32;;98,5;;0;;0,0;;
05.02.2019;23:00;19,086; ;19,265;;20,165;;28,214;;3,07;;1025,7;;195,5;;3,01;;97,7;;0;;0,0;;
06.02.2019;00:00;19,848; ;15,540;;16,206;;31,031;;3,25;;1025,4;;204,7;;3,12;;97,3;;0;;0,0;;
06.02.2019;01:00;20,640; ;12,828;;13,347;;37,550;;3,56;;1025,1;;198,3;;4,08;;95,4;;0;;0,1;;
06.02.2019;02:00;21,302; ;;*;;*;;*;3,58;;1024,5;;187,6;;4,49;;94,5;;0;;0,2;;
